respondent_id,persona,age_group,gender,city_tier,education_level,employment_status,shopping_frequency,platform_1,platform_2,platform_3,primary_device,browse_time_before_purchase,cart_abandonment_freq,cart_abandon_reason,cat_fashion,cat_electronics,cat_grocery,cat_beauty,cat_home,cat_books,cat_sports,cat_toys,review_importance_score,discovery_channel,recommendation_acceptance_score,monthly_income_bracket,monthly_spend_bracket,max_single_transaction_value,discount_sensitivity_score,impulse_discount_threshold,preferred_payment_method,loyalty_member,loyalty_member_flag,delivery_importance_score,return_frequency,social_purchase_influence_freq,social_commerce_adoption,repeat_purchase_intent_score,platform_switching_propensity,review_writing_freq,festive_spend_proportion,impulse_trigger_type,ai_personalisation_comfort,will_purchase
2190,value_seeker,18-24,Male,Tier 3 city,Undergraduate,Self-employed,Occasionally,Flipkart,Meesho,,Smartphone,10-30 minutes,Rarely,High price / no discount,1,1,0,0,1,0,0,0,5,Search engine,5,20000-50000,Under 500,1443.15,4,21-40pct,Cash on delivery,No not interested,0,4,Rarely,Sometimes,No but open to it,3,5,Rarely,26-50pct,Flash sale notification,1,0
2191,homemaker,35-44,Female,Tier 2 city,Undergraduate,Self-employed,Monthly,Myntra,Flipkart,Amazon,Smartphone,10-30 minutes,Almost always,High delivery charges,1,1,0,0,1,0,0,1,4,Search engine,1,50000-100000,500-2000,1881.12,4,41-60pct,UPI,No but considering,0,5,Occasionally,Sometimes,No not interested,3,5,Frequently,Less than 10pct,Flash sale notification,2,0
2192,homemaker,25-34,Female,Tier 2 city,Undergraduate,Self-employed,Rarely,Brand website,Nykaa,Flipkart,Smartphone,More than 1 hour,Sometimes,Found better deal elsewhere,0,0,1,1,0,0,0,0,4,Friends / family,4,20000-50000,500-2000,3510.7,3,21-40pct,Cash on delivery,No not interested,0,5,Rarely,Often,No but open to it,3,5,Frequently,More than 50pct,Festive sale,3,1
2193,urban_professional,45-54,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Nykaa,Myntra,Flipkart,Laptop / desktop,30-60 minutes,Rarely,Payment issues,1,1,0,0,1,0,1,0,2,Search engine,4,50000-100000,5000-15000,10912.19,4,21-40pct,Credit card,No but considering,0,3,Rarely,Often,No but open to it,5,2,Rarely,26-50pct,Gifting occasion,5,1
2194,homemaker,25-34,Female,Metro (Tier 1),Undergraduate,Homemaker,Weekly,Amazon,Myntra,,Smartphone,30-60 minutes,Never,High price / no discount,1,0,1,0,1,1,0,0,5,Email / app notifications,5,Below 20000,500-2000,327.59,5,10-20pct,Net banking,No not interested,0,4,Occasionally,Sometimes,No but open to it,3,3,Occasionally,Less than 10pct,Gifting occasion,3,1
2195,value_seeker,55+,Female,Tier 2 city,Undergraduate,Salaried (private),Occasionally,Flipkart,Meesho,Amazon,Smartphone,Under 10 minutes,Rarely,High delivery charges,1,0,1,0,1,0,0,0,1,Social media ads,2,20000-50000,2000-5000,518.36,4,10-20pct,Credit card,Yes - one programme,1,3,Occasionally,Sometimes,Yes occasionally,2,2,Rarely,26-50pct,Flash sale notification,1,1
2196,value_seeker,25-34,Male,Rural / town,High school or below,Unemployed,Weekly,Myntra,Meesho,,Smartphone,10-30 minutes,Sometimes,High price / no discount,0,1,0,1,0,0,0,0,4,Platform recommendations,5,20000-50000,Under 500,1727.27,4,10-20pct,Debit card,No not interested,0,3,Occasionally,Sometimes,No not interested,1,3,Frequently,More than 50pct,Festive sale,2,0
2197,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (govt.),Daily or almost daily,Amazon,Flipkart,Ajio,Laptop / desktop,10-30 minutes,Sometimes,N/A - I rarely abandon,1,0,0,0,1,0,1,0,5,Platform recommendations,5,50000-100000,500-2000,4200.57,3,41-60pct,Debit card,Yes - one programme,1,4,Rarely,Almost always,No but open to it,4,3,Rarely,10-25pct,Boredom,5,1
2198,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Weekly,Myntra,Amazon,Flipkart,Smartphone,10-30 minutes,Often,High price / no discount,1,1,1,1,0,0,0,0,3,Platform recommendations,2,50000-100000,500-2000,6073.83,3,10-20pct,Net banking,No not interested,0,5,Rarely,Sometimes,No but open to it,4,3,Occasionally,26-50pct,Boredom,3,0
2199,value_seeker,25-34,Male,Tier 3 city,Undergraduate,Unemployed,Occasionally,Amazon,Meesho,,Smartphone,10-30 minutes,Often,High delivery charges,0,1,1,1,0,0,0,0,5,Influencer reviews,4,50000-100000,5000-15000,2300.71,3,41-60pct,Net banking,No not interested,0,4,Frequently,Sometimes,No not interested,3,4,Rarely,10-25pct,Influencer post,2,0
2200,budget_student,18-24,Male,Metro (Tier 1),High school or below,Student,Monthly,Amazon,Nykaa,Meesho,Smartphone,10-30 minutes,Almost always,High price / no discount,1,0,0,0,0,1,1,0,5,Social media ads,2,20000-50000,2000-5000,1796.59,4,41-60pct,UPI,No not interested,0,4,Occasionally,Almost always,Yes occasionally,4,3,Occasionally,26-50pct,Boredom,4,0
2201,urban_professional,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Amazon,Flipkart,Myntra,Smartphone,30-60 minutes,Sometimes,N/A - I rarely abandon,1,1,1,1,1,1,0,0,4,Platform recommendations,3,50000-100000,2000-5000,2589.38,3,21-40pct,UPI,Yes - one programme,1,5,Never,Often,No but open to it,4,2,Occasionally,26-50pct,Gifting occasion,3,1
2202,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Weekly,Nykaa,Other,,Smartphone,30-60 minutes,Never,High delivery charges,1,1,0,1,0,1,1,0,5,Influencer reviews,4,20000-50000,Under 500,3859.03,4,21-40pct,Net banking,No not interested,0,4,Occasionally,Often,Yes occasionally,3,4,Occasionally,Less than 10pct,Flash sale notification,2,1
2203,value_seeker,35-44,Female,Tier 2 city,Undergraduate,Salaried (private),Occasionally,Flipkart,Amazon,Meesho,Smartphone,More than 1 hour,Sometimes,High price / no discount,1,0,0,1,1,0,1,0,3,Friends / family,3,50000-100000,5000-15000,1867.53,4,10-20pct,Credit card,No but considering,0,4,Rarely,Rarely,No not interested,2,5,Frequently,26-50pct,Flash sale notification,2,0
2204,urban_professional,18-24,Male,Tier 2 city,Undergraduate,Salaried (private),Weekly,Nykaa,Myntra,Brand website,Smartphone,10-30 minutes,Rarely,Found better deal elsewhere,0,0,1,0,0,1,0,0,3,Platform recommendations,5,20000-50000,2000-5000,1841.32,4,Above 60pct,UPI,Yes - multiple programmes,1,3,Rarely,Rarely,Yes regularly,4,2,Frequently,Less than 10pct,Influencer post,3,1
2205,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Amazon,Nykaa,Flipkart,Tablet,10-30 minutes,Rarely,Just browsing,1,0,0,0,0,1,1,0,3,Search engine,4,50000-100000,5000-15000,5940.01,4,Discounts dont trigger,Net banking,No but considering,0,4,Rarely,Often,No but open to it,4,3,Frequently,26-50pct,Recommendation email,4,1
2206,value_seeker,35-44,Female,Tier 3 city,Postgraduate,Salaried (private),Monthly,Myntra,Ajio,Meesho,Smartphone,10-30 minutes,Often,Just browsing,0,0,1,0,1,0,0,0,5,Search engine,2,20000-50000,Under 500,4195.4,4,Discounts dont trigger,Cash on delivery,No not interested,0,4,Rarely,Never,No but open to it,2,4,Occasionally,10-25pct,Festive sale,3,1
2207,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Flipkart,Nykaa,,Smartphone,More than 1 hour,Rarely,Found better deal elsewhere,0,0,1,0,0,0,1,0,4,Search engine,5,50000-100000,5000-15000,9733.98,3,Above 60pct,UPI,No but considering,0,4,Occasionally,Rarely,No but open to it,4,4,Frequently,10-25pct,Influencer post,3,1
2208,value_seeker,25-34,Female,Tier 3 city,Undergraduate,Self-employed,Occasionally,Flipkart,Meesho,,Smartphone,10-30 minutes,Rarely,High delivery charges,0,1,1,1,1,1,0,0,4,Friends / family,2,Below 20000,Under 500,326.57,5,Discounts dont trigger,Cash on delivery,No not interested,0,1,Never,Never,Yes occasionally,2,3,Rarely,26-50pct,Festive sale,2,1
2209,value_seeker,35-44,Female,Rural / town,Undergraduate,Salaried (private),Monthly,Other,Ajio,Meesho,Smartphone,10-30 minutes,Sometimes,Just browsing,1,0,1,1,1,0,0,1,5,Social media ads,3,50000-100000,2000-5000,5682.07,4,Discounts dont trigger,Credit card,No but considering,0,5,Rarely,Sometimes,No but open to it,3,4,Frequently,10-25pct,Flash sale notification,2,0
2210,premium_loyalist,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Amazon,Nykaa,,Smartphone,Under 10 minutes,Never,N/A - I rarely abandon,1,1,0,0,1,1,1,0,3,Platform recommendations,3,100000-200000,2000-5000,11596.74,2,41-60pct,Debit card,Yes - one programme,1,5,Occasionally,Sometimes,Yes occasionally,5,1,Occasionally,26-50pct,Gifting occasion,5,1
2211,homemaker,35-44,Female,Tier 2 city,Undergraduate,Salaried (private),Monthly,Myntra,Meesho,,Smartphone,30-60 minutes,Sometimes,High price / no discount,0,0,0,1,1,0,1,0,5,Social media ads,4,20000-50000,500-2000,582.42,3,10-20pct,Cash on delivery,No but considering,0,4,Rarely,Sometimes,No but open to it,4,2,Occasionally,26-50pct,Flash sale notification,3,0
2212,homemaker,35-44,Female,Tier 2 city,High school or below,Salaried (private),Monthly,Amazon,Meesho,,Laptop / desktop,30-60 minutes,Often,High price / no discount,0,0,0,0,1,1,0,1,4,Platform recommendations,4,50000-100000,500-2000,2854.78,3,21-40pct,Debit card,No but considering,0,4,Never,Often,Yes occasionally,2,3,Occasionally,More than 50pct,Festive sale,2,0
2213,value_seeker,25-34,Female,Rural / town,Undergraduate,Self-employed,Monthly,Flipkart,Amazon,Meesho,Smartphone,10-30 minutes,Rarely,Just browsing,0,1,0,0,0,0,1,0,5,Friends / family,3,100000-200000,Above 15000,13492.28,2,10-20pct,Debit card,No not interested,0,2,Occasionally,Sometimes,No not interested,2,2,Occasionally,26-50pct,Festive sale,3,1
2214,urban_professional,35-44,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Brand website,,Laptop / desktop,30-60 minutes,Sometimes,High price / no discount,1,0,0,1,1,0,1,0,4,Influencer reviews,4,100000-200000,5000-15000,10513.07,2,Above 60pct,UPI,Yes - multiple programmes,1,2,Rarely,Rarely,Yes occasionally,5,2,Occasionally,More than 50pct,Gifting occasion,5,1
2215,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Flipkart,Myntra,Brand website,Laptop / desktop,10-30 minutes,Sometimes,Found better deal elsewhere,1,0,0,0,1,1,1,0,3,Social media ads,5,100000-200000,2000-5000,20789.39,3,21-40pct,Buy now pay later,Yes - multiple programmes,1,3,Rarely,Sometimes,Yes occasionally,4,2,Rarely,10-25pct,Influencer post,5,1
2216,budget_student,18-24,Male,Tier 3 city,Undergraduate,Student,Occasionally,Myntra,Amazon,Flipkart,Smartphone,30-60 minutes,Rarely,High price / no discount,1,1,0,0,1,0,0,0,4,Platform recommendations,2,50000-100000,5000-15000,3412.78,4,21-40pct,Debit card,Yes - one programme,1,5,Rarely,Sometimes,No not interested,3,2,Frequently,Less than 10pct,Flash sale notification,3,0
2217,urban_professional,25-34,Male,Tier 2 city,Undergraduate,Salaried (private),Occasionally,Amazon,Ajio,Nykaa,Smartphone,10-30 minutes,Rarely,Found better deal elsewhere,1,0,1,0,0,0,0,0,4,Search engine,4,50000-100000,5000-15000,12100.72,3,21-40pct,UPI,Yes - one programme,1,5,Rarely,Rarely,No but open to it,4,2,Occasionally,10-25pct,Gifting occasion,4,1
2218,budget_student,18-24,Male,Tier 2 city,Undergraduate,Salaried (private),Monthly,Amazon,Ajio,,Smartphone,10-30 minutes,Often,High price / no discount,1,1,0,0,1,0,0,0,5,Social media ads,3,100000-200000,Above 15000,8098.6,3,10-20pct,Debit card,No but considering,0,3,Occasionally,Often,Yes occasionally,2,3,Occasionally,More than 50pct,Flash sale notification,4,0
2219,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Flipkart,Ajio,Laptop / desktop,10-30 minutes,Never,N/A - I rarely abandon,1,0,0,1,1,0,0,0,5,Email / app notifications,4,100000-200000,Above 15000,10555.88,2,41-60pct,Credit card,Yes - one programme,1,5,Occasionally,Never,Yes occasionally,4,2,Rarely,More than 50pct,Influencer post,3,1
2220,budget_student,25-34,Female,Metro (Tier 1),Undergraduate,Student,Weekly,Flipkart,Myntra,Meesho,Laptop / desktop,More than 1 hour,Often,High delivery charges,0,1,0,0,1,0,0,1,4,Friends / family,4,20000-50000,Under 500,3191.27,4,Discounts dont trigger,UPI,No not interested,0,5,Frequently,Sometimes,Yes occasionally,3,3,Rarely,Less than 10pct,Influencer post,3,0
2221,budget_student,18-24,Male,Rural / town,Undergraduate,Student,Weekly,Flipkart,Nykaa,Myntra,Laptop / desktop,30-60 minutes,Often,High delivery charges,1,1,1,1,0,1,1,0,5,Social media ads,4,20000-50000,Under 500,2724.15,4,21-40pct,UPI,No but considering,0,5,Rarely,Sometimes,No but open to it,3,3,Occasionally,26-50pct,Recommendation email,3,0
2222,homemaker,35-44,Female,Tier 3 city,High school or below,Homemaker,Monthly,Meesho,Amazon,,Tablet,10-30 minutes,Rarely,High price / no discount,1,0,0,1,1,0,0,0,5,Platform recommendations,2,50000-100000,500-2000,10036.8,3,41-60pct,UPI,No not interested,0,5,Rarely,Sometimes,Yes occasionally,3,4,Never,10-25pct,Flash sale notification,4,0
2223,value_seeker,25-34,Female,Tier 2 city,High school or below,Self-employed,Occasionally,Meesho,Brand website,,Laptop / desktop,More than 1 hour,Sometimes,Found better deal elsewhere,0,1,0,0,0,0,1,0,5,Platform recommendations,3,50000-100000,5000-15000,8463.92,3,21-40pct,Credit card,No not interested,0,3,Rarely,Rarely,Yes occasionally,3,2,Frequently,10-25pct,Boredom,2,0
2224,urban_professional,18-24,Male,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Flipkart,Myntra,,Smartphone,10-30 minutes,Never,N/A - I rarely abandon,0,1,1,1,0,0,1,0,4,Search engine,4,20000-50000,Under 500,1486.71,3,10-20pct,UPI,Yes - one programme,1,4,Occasionally,Never,No not interested,4,2,Frequently,26-50pct,Flash sale notification,3,1
2225,value_seeker,35-44,Male,Tier 2 city,High school or below,Salaried (govt.),Monthly,Other,Amazon,,Smartphone,More than 1 hour,Rarely,Found better deal elsewhere,1,1,1,1,1,0,0,1,3,Platform recommendations,4,20000-50000,2000-5000,5039.83,4,21-40pct,Cash on delivery,No not interested,0,4,Occasionally,Rarely,No not interested,3,5,Frequently,26-50pct,Flash sale notification,1,1
2226,homemaker,35-44,Male,Rural / town,Undergraduate,Homemaker,Weekly,Meesho,Amazon,Nykaa,Tablet,30-60 minutes,Often,Just browsing,1,0,1,1,1,0,0,0,4,Email / app notifications,3,20000-50000,Under 500,1696.48,4,Discounts dont trigger,Cash on delivery,Yes - multiple programmes,1,4,Occasionally,Often,Yes occasionally,2,4,Occasionally,More than 50pct,Flash sale notification,3,0
2227,value_seeker,25-34,Female,Tier 3 city,Undergraduate,Salaried (govt.),Rarely,Flipkart,Meesho,Brand website,Smartphone,More than 1 hour,Sometimes,High price / no discount,0,1,0,0,0,0,1,0,4,Friends / family,2,Above 200000,5000-15000,18557.94,1,Discounts dont trigger,UPI,No but considering,0,5,Rarely,Sometimes,No but open to it,1,4,Occasionally,10-25pct,Gifting occasion,3,0
2228,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Occasionally,Flipkart,Amazon,Myntra,Smartphone,Under 10 minutes,Rarely,High delivery charges,0,0,0,0,0,1,0,0,4,Friends / family,3,50000-100000,5000-15000,8158.62,4,Above 60pct,UPI,No but considering,0,5,Rarely,Almost always,Yes occasionally,3,5,Rarely,More than 50pct,Influencer post,5,0
2229,urban_professional,25-34,Female,Tier 2 city,Postgraduate,Salaried (govt.),Monthly,Amazon,Meesho,Nykaa,Smartphone,10-30 minutes,Sometimes,High price / no discount,1,1,1,1,1,0,1,0,3,Social media ads,5,100000-200000,Above 15000,18556.95,2,21-40pct,Net banking,Yes - multiple programmes,1,1,Occasionally,Sometimes,Yes occasionally,4,1,Frequently,10-25pct,Gifting occasion,4,1
2230,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Daily or almost daily,Myntra,Flipkart,,Smartphone,10-30 minutes,Rarely,High price / no discount,0,1,1,1,0,1,1,0,5,Influencer reviews,2,50000-100000,2000-5000,6944.51,3,41-60pct,Cash on delivery,No not interested,0,3,Frequently,Sometimes,Yes occasionally,3,3,Never,10-25pct,Flash sale notification,4,1
2231,premium_loyalist,35-44,Male,Metro (Tier 1),Doctoral,Self-employed,Weekly,Amazon,Myntra,,Smartphone,10-30 minutes,Rarely,N/A - I rarely abandon,0,0,1,1,0,1,1,1,5,Search engine,4,Above 200000,5000-15000,28347.19,2,Above 60pct,Credit card,Yes - one programme,1,5,Never,Sometimes,No but open to it,5,2,Rarely,26-50pct,Festive sale,3,1
2232,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Occasionally,Nykaa,Amazon,Ajio,Smartphone,More than 1 hour,Often,High price / no discount,1,1,1,1,0,1,0,0,5,Platform recommendations,5,50000-100000,2000-5000,7737.61,3,21-40pct,UPI,No not interested,0,4,Rarely,Often,No but open to it,2,4,Rarely,26-50pct,Gifting occasion,2,0
2233,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Monthly,Amazon,Flipkart,Nykaa,Smartphone,10-30 minutes,Sometimes,Just browsing,0,0,1,0,0,1,0,0,4,Social media ads,2,50000-100000,500-2000,4631.27,2,41-60pct,UPI,No but considering,0,3,Rarely,Sometimes,No but open to it,3,3,Occasionally,26-50pct,Gifting occasion,3,0
2234,urban_professional,18-24,Male,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Amazon,Myntra,Flipkart,Laptop / desktop,Under 10 minutes,Rarely,High price / no discount,1,1,0,0,0,0,1,0,3,Social media ads,4,50000-100000,500-2000,2162.8,4,21-40pct,Cash on delivery,Yes - one programme,1,5,Never,Rarely,Yes occasionally,4,2,Never,Less than 10pct,Flash sale notification,4,1
2235,value_seeker,18-24,Female,Tier 3 city,Postgraduate,Self-employed,Monthly,Ajio,Amazon,Brand website,Smartphone,30-60 minutes,Sometimes,High delivery charges,0,1,1,0,0,0,0,0,2,Social media ads,5,20000-50000,2000-5000,866.18,4,Discounts dont trigger,Cash on delivery,No not interested,0,5,Rarely,Rarely,Yes occasionally,2,3,Rarely,More than 50pct,Festive sale,2,0
2236,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Rarely,Flipkart,Meesho,Myntra,Smartphone,10-30 minutes,Sometimes,High delivery charges,0,1,0,0,0,0,0,0,4,Email / app notifications,4,20000-50000,Under 500,1079.3,3,21-40pct,UPI,No but considering,0,2,Rarely,Often,No but open to it,2,3,Rarely,26-50pct,Recommendation email,2,0
2237,value_seeker,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (govt.),Monthly,Meesho,Brand website,Flipkart,Smartphone,10-30 minutes,Often,Found better deal elsewhere,1,0,0,0,0,0,1,0,5,Platform recommendations,1,20000-50000,Under 500,1427.35,3,21-40pct,Debit card,Yes - one programme,1,4,Never,Sometimes,No not interested,3,2,Occasionally,10-25pct,Boredom,4,1
2238,value_seeker,25-34,Female,Tier 3 city,Postgraduate,Salaried (private),Occasionally,Other,Amazon,Flipkart,Smartphone,10-30 minutes,Rarely,High price / no discount,1,1,1,1,0,0,0,0,4,Social media ads,3,20000-50000,Under 500,6985.01,3,Discounts dont trigger,Net banking,No not interested,0,5,Never,Often,No not interested,2,3,Frequently,Less than 10pct,Influencer post,2,0
2239,value_seeker,45-54,Male,Tier 2 city,Postgraduate,Unemployed,Monthly,Flipkart,Nykaa,Myntra,Smartphone,30-60 minutes,Often,High price / no discount,1,1,0,0,1,1,0,0,4,Search engine,3,50000-100000,500-2000,4409.08,4,21-40pct,Debit card,No not interested,0,5,Rarely,Rarely,Yes regularly,2,3,Rarely,26-50pct,Festive sale,1,1
2240,budget_student,25-34,Male,Tier 2 city,Undergraduate,Student,Monthly,Myntra,Meesho,Brand website,Smartphone,10-30 minutes,Often,Just browsing,1,1,0,0,0,1,0,0,4,Social media ads,3,Below 20000,500-2000,431.5,4,21-40pct,UPI,No but considering,0,5,Never,Sometimes,No but open to it,1,4,Occasionally,Less than 10pct,Boredom,4,1
2241,urban_professional,25-34,Male,Tier 2 city,Postgraduate,Salaried (govt.),Monthly,Nykaa,Flipkart,Myntra,Smartphone,Under 10 minutes,Often,High delivery charges,0,0,0,1,1,0,1,1,4,Platform recommendations,4,20000-50000,2000-5000,1454.36,4,Discounts dont trigger,UPI,Yes - one programme,1,5,Rarely,Often,No but open to it,4,4,Occasionally,10-25pct,Festive sale,5,1
2242,budget_student,18-24,Male,Tier 3 city,Postgraduate,Student,Weekly,Flipkart,Myntra,Amazon,Smartphone,10-30 minutes,Often,N/A - I rarely abandon,0,1,0,0,0,0,1,0,5,Influencer reviews,3,20000-50000,Under 500,4979.24,5,Discounts dont trigger,Debit card,No but considering,0,4,Rarely,Rarely,Yes occasionally,2,4,Frequently,26-50pct,Gifting occasion,3,0
2243,homemaker,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Myntra,Amazon,Nykaa,Laptop / desktop,30-60 minutes,Sometimes,High delivery charges,1,1,1,1,1,1,1,0,1,Platform recommendations,3,20000-50000,2000-5000,4167.04,4,21-40pct,Cash on delivery,Yes - multiple programmes,1,1,Occasionally,Often,Yes regularly,2,2,Frequently,10-25pct,Gifting occasion,3,0
2244,urban_professional,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Flipkart,Nykaa,Amazon,Smartphone,10-30 minutes,Sometimes,High price / no discount,0,1,0,0,1,0,0,0,4,Platform recommendations,3,100000-200000,2000-5000,13437.77,1,Above 60pct,Credit card,Yes - multiple programmes,1,5,Rarely,Sometimes,Yes regularly,4,2,Occasionally,10-25pct,Gifting occasion,5,0
2245,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Monthly,Amazon,Flipkart,Meesho,Smartphone,30-60 minutes,Often,N/A - I rarely abandon,0,1,1,0,0,0,0,0,5,Email / app notifications,4,Below 20000,Under 500,1134.45,5,Above 60pct,Credit card,No not interested,0,5,Occasionally,Often,No not interested,3,4,Rarely,10-25pct,Boredom,4,1
2246,budget_student,18-24,Female,Metro (Tier 1),Postgraduate,Student,Monthly,Amazon,Meesho,Nykaa,Smartphone,30-60 minutes,Rarely,High price / no discount,1,1,1,0,0,1,0,0,5,Search engine,4,20000-50000,2000-5000,501.14,3,41-60pct,Net banking,No not interested,0,4,Occasionally,Never,Yes regularly,2,1,Rarely,Less than 10pct,Influencer post,4,1
2247,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Other,Amazon,Meesho,Smartphone,10-30 minutes,Often,Payment issues,0,1,0,0,0,0,0,0,4,Friends / family,5,20000-50000,Under 500,2496.74,3,41-60pct,UPI,No not interested,0,5,Occasionally,Sometimes,No not interested,2,4,Frequently,26-50pct,Festive sale,3,1
2248,budget_student,18-24,Male,Tier 2 city,Postgraduate,Salaried (govt.),Weekly,Myntra,Brand website,Amazon,Smartphone,30-60 minutes,Often,Found better deal elsewhere,1,1,0,0,0,0,1,0,4,Influencer reviews,3,Below 20000,Under 500,507.36,4,21-40pct,Credit card,No but considering,0,3,Occasionally,Almost always,Yes occasionally,3,3,Rarely,Less than 10pct,Boredom,2,1
2249,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Weekly,Meesho,Nykaa,,Laptop / desktop,30-60 minutes,Rarely,Just browsing,1,1,1,0,0,1,0,1,4,Platform recommendations,5,100000-200000,2000-5000,5835.01,2,10-20pct,UPI,No not interested,0,5,Rarely,Sometimes,Yes occasionally,3,5,Never,10-25pct,Influencer post,4,1
2250,homemaker,55+,Female,Metro (Tier 1),High school or below,Homemaker,Weekly,Amazon,Myntra,,Smartphone,10-30 minutes,Rarely,High delivery charges,1,0,1,0,1,0,0,1,5,Friends / family,4,100000-200000,Above 15000,15005.29,3,Above 60pct,Credit card,No not interested,0,5,Occasionally,Almost always,Yes occasionally,3,4,Frequently,26-50pct,Festive sale,5,0
2251,homemaker,35-44,Female,Tier 3 city,Postgraduate,Homemaker,Monthly,Flipkart,Amazon,,Smartphone,30-60 minutes,Often,Just browsing,0,1,1,1,1,0,0,1,5,Search engine,4,20000-50000,2000-5000,2834.98,4,10-20pct,UPI,Yes - multiple programmes,1,5,Occasionally,Often,Yes occasionally,3,1,Frequently,More than 50pct,Flash sale notification,3,1
2252,homemaker,35-44,Female,Metro (Tier 1),High school or below,Self-employed,Rarely,Flipkart,Amazon,Myntra,Smartphone,More than 1 hour,Rarely,High price / no discount,1,0,1,1,0,0,0,0,5,Friends / family,2,50000-100000,5000-15000,3062.16,3,21-40pct,Cash on delivery,No not interested,0,5,Rarely,Sometimes,Yes occasionally,2,5,Never,26-50pct,Festive sale,4,0
2253,homemaker,45-54,Female,Tier 2 city,Undergraduate,Homemaker,Monthly,Flipkart,Ajio,,Tablet,10-30 minutes,Almost always,High delivery charges,1,0,1,0,1,0,0,0,3,Friends / family,2,20000-50000,500-2000,3405.65,3,21-40pct,Debit card,Yes - one programme,1,5,Occasionally,Often,Yes regularly,3,2,Rarely,10-25pct,Gifting occasion,1,1
2254,homemaker,45-54,Female,Tier 3 city,Postgraduate,Homemaker,Monthly,Flipkart,Brand website,Meesho,Smartphone,10-30 minutes,Rarely,High delivery charges,0,0,0,1,1,1,1,0,3,Friends / family,5,20000-50000,Under 500,2773.92,5,41-60pct,UPI,Yes - one programme,1,4,Frequently,Never,Yes regularly,1,2,Occasionally,More than 50pct,Gifting occasion,2,1
2255,value_seeker,35-44,Female,Metro (Tier 1),Undergraduate,Salaried (private),Occasionally,Amazon,Nykaa,Flipkart,Smartphone,10-30 minutes,Sometimes,High price / no discount,0,0,1,0,0,0,0,0,5,Search engine,5,50000-100000,2000-5000,2267.52,4,Discounts dont trigger,Debit card,Yes - one programme,1,5,Frequently,Sometimes,Yes occasionally,2,2,Rarely,Less than 10pct,Boredom,3,1
2256,homemaker,35-44,Male,Rural / town,Undergraduate,Salaried (govt.),Monthly,Amazon,Myntra,Meesho,Smartphone,10-30 minutes,Often,Payment issues,0,1,1,1,1,0,1,1,4,Platform recommendations,5,20000-50000,2000-5000,5277.84,4,Discounts dont trigger,Cash on delivery,Yes - multiple programmes,1,4,Occasionally,Rarely,Yes occasionally,3,2,Rarely,More than 50pct,Gifting occasion,3,1
2257,homemaker,35-44,Female,Tier 2 city,Undergraduate,Homemaker,Monthly,Amazon,Myntra,Brand website,Smartphone,10-30 minutes,Rarely,Just browsing,0,0,1,0,0,0,1,0,3,Platform recommendations,2,100000-200000,Above 15000,15703.0,2,41-60pct,Debit card,No not interested,0,4,Rarely,Sometimes,No but open to it,2,3,Occasionally,10-25pct,Boredom,3,0
2258,value_seeker,35-44,Male,Tier 2 city,Undergraduate,Self-employed,Monthly,Flipkart,Nykaa,,Smartphone,30-60 minutes,Rarely,Just browsing,0,0,0,0,0,0,0,0,4,Social media ads,5,20000-50000,500-2000,7928.95,4,21-40pct,UPI,No not interested,0,4,Rarely,Sometimes,No but open to it,5,3,Occasionally,26-50pct,Flash sale notification,2,1
2259,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Weekly,Flipkart,Myntra,,Laptop / desktop,30-60 minutes,Often,Found better deal elsewhere,0,0,0,0,0,1,0,0,5,Influencer reviews,2,20000-50000,500-2000,1579.92,3,21-40pct,UPI,No but considering,0,3,Rarely,Sometimes,Yes occasionally,2,4,Occasionally,More than 50pct,Influencer post,2,0
